vehicles_N,vehicles_S,vehicles_E,vehicles_W,ped_N,ped_S,ped_E,ped_W,emg_N,emg_S,emg_E,emg_W,green_N,green_S,green_E,green_W
131,64,69,90,1,3,2,3,3,3,3,3,234.3,116.7,124.2,163.5
14,4,71,179,2,3,2,2,1,1,3,1,27.2,10.7,127.80000000000001,324.2
59,4,4,21,1,0,0,3,0,3,1,0,107.7,4.2,6.2,42.300000000000004
23,87,76,30,2,1,3,1,1,2,0,0,43.4,156.1,141.3,55.5
175,104,16,35,0,2,3,1,2,0,1,3,313.0,190.20000000000002,32.3,61.5
35,52,163,3,2,2,2,2,1,2,3,0,65.0,94.60000000000001,293.40000000000003,8.4
191,0,17,55,0,1,1,1,2,2,2,0,341.8,0.0,30.1,100.5
48,117,53,5,2,2,2,3,0,3,1,0,89.4,210.6,97.4,13.5
36,36,68,55,3,1,3,0,3,2,2,1,66.3,64.3,124.9,98.0
57,57,31,198,3,1,1,0,0,2,3,0,107.10000000000001,102.10000000000001,54.300000000000004,356.40000000000003
54,13,2,62,0,0,2,2,2,2,2,0,95.2,21.400000000000002,4.6,114.60000000000001
91,36,43,36,3,2,0,3,0,0,1,1,168.3,67.8,76.4,68.3
14,64,36,54,3,0,1,2,2,3,1,1,27.7,112.2,65.3,99.2
40,41,33,6,3,3,1,2,2,3,0,2,74.5,75.3,60.9,11.8
5,63,44,131,2,1,0,2,0,0,3,3,12.0,114.9,76.2,235.8
25,59,17,1,1,1,1,3,3,3,2,0,43.5,104.7,30.1,6.3
76,62,55,51,0,1,1,3,1,1,2,1,135.8,112.10000000000001,98.5,95.3
6,36,105,51,1,0,0,1,0,3,1,1,12.3,61.8,188.0,92.3
182,45,185,41,1,3,3,2,0,1,3,3,329.1,84.5,334.5,73.8
65,6,70,44,1,2,0,3,3,2,3,2,115.5,11.8,123.0,81.7
43,183,22,61,1,2,1,0,0,1,1,0,78.9,331.40000000000003,40.1,109.8
161,51,67,0,1,1,3,1,1,3,0,3,290.3,90.3,125.10000000000001,0.0
45,191,39,38,0,1,2,2,3,2,1,0,78.0,343.3,72.2,71.4
30,23,35,53,3,2,1,0,3,2,1,0,55.5,42.4,63.5,95.4
67,87,1,34,0,1,2,0,2,3,2,1,118.60000000000001,155.1,2.8,60.2
25,27,40,35,0,2,1,2,2,3,2,1,43.0,48.6,71.5,65.0
57,150,44,22,1,1,3,1,1,0,3,3,103.10000000000001,271.5,80.7,38.1
15,46,7,12,0,1,2,0,3,3,3,0,24.0,81.3,12.6,21.6
102,18,59,78,1,2,0,2,0,1,1,0,185.1,34.4,105.2,143.4
11,67,65,20,2,2,1,2,1,0,2,1,21.8,123.60000000000001,116.5,38.0
20,175,84,134,1,1,1,3,2,0,0,2,35.5,316.5,152.70000000000002,243.70000000000002
33,167,25,38,2,1,1,2,3,3,3,1,59.4,299.1,43.5,70.4
61,20,35,0,1,0,3,1,1,2,2,0,110.3,34.0,65.5,0.0
37,157,130,58,3,2,2,0,1,0,0,3,70.10000000000001,285.6,237.0,101.4
95,57,186,57,2,1,3,0,2,2,1,3,172.0,102.10000000000001,338.3,99.60000000000001
36,45,6,138,1,2,2,2,2,1,2,3,64.3,83.0,11.8,248.4
128,19,103,58,1,2,3,2,2,1,1,3,229.9,36.2,188.9,104.4
30,69,14,53,0,2,3,0,1,3,0,1,53.0,124.2,29.7,94.4
36,31,53,42,3,3,0,2,1,0,1,0,68.3,60.300000000000004,94.4,78.60000000000001
19,44,8,47,1,1,1,3,3,3,2,3,32.7,77.7,13.9,86.10000000000001
51,42,5,6,2,0,3,3,3,3,2,2,91.8,72.60000000000001,11.5,13.3
14,68,69,195,0,2,0,1,0,2,0,3,25.2,123.4,124.2,349.5
0,1,135,4,1,3,0,0,1,2,3,0,0.0,4.3,240.0,7.2
41,1,51,12,3,0,2,0,0,1,0,0,78.3,0.8,94.8,21.6
169,19,60,51,0,0,0,1,0,0,1,1,304.2,34.2,107.0,92.3
9,36,9,26,3,1,2,0,3,0,2,3,17.7,66.3,17.2,43.800000000000004
14,60,27,4,0,1,1,2,0,3,3,1,25.2,106.5,47.1,9.2
21,60,62,13,3,3,1,0,3,1,0,1,39.300000000000004,111.5,113.10000000000001,22.400000000000002
170,51,6,3,1,2,2,2,2,1,1,0,305.5,93.8,12.8,8.4
95,65,31,70,2,0,3,3,3,2,0,1,171.0,115.0,60.300000000000004,129.5
130,48,10,44,1,2,3,1,2,1,1,3,233.5,88.4,21.5,77.7
8,42,164,63,0,0,2,2,0,0,1,2,14.4,75.60000000000001,297.2,114.4
19,41,12,33,2,0,1,0,2,1,1,1,35.2,72.8,22.1,58.4
166,70,49,112,3,0,0,0,0,1,2,1,303.3,125.0,86.2,200.6
20,43,43,66,2,0,3,1,0,1,0,0,39.0,76.4,81.9,120.3
55,45,22,68,1,3,3,1,1,0,3,2,99.5,85.5,41.1,121.9
0,42,127,62,3,0,2,1,1,0,1,0,0.0,75.60000000000001,230.6,113.10000000000001
30,2,11,55,3,0,0,1,3,1,0,1,55.5,2.6,19.8,99.5
14,196,42,22,1,2,3,3,3,1,2,2,23.7,354.8,78.10000000000001,42.1
50,126,100,50,3,3,0,2,3,3,2,2,91.5,228.3,178.0,91.0
19,58,43,48,0,2,3,1,0,1,0,0,34.2,106.4,81.9,87.9
34,7,46,118,0,3,0,0,3,1,3,3,58.2,16.1,79.8,209.4
23,146,20,85,3,0,3,3,2,0,0,2,43.9,262.8,40.5,155.5
13,39,50,64,3,3,3,2,1,3,2,1,26.900000000000002,71.7,92.5,117.2
19,65,52,60,2,2,1,3,3,0,1,1,34.2,120.0,94.10000000000001,111.5
54,56,10,46,1,1,0,1,0,2,3,3,98.7,100.3,15.0,81.3
34,37,63,34,1,3,2,2,2,3,2,2,60.7,68.10000000000001,114.4,62.2
105,55,51,68,2,3,2,3,1,0,1,0,191.0,103.5,93.8,126.9
33,49,16,2,1,3,1,2,1,2,1,3,59.9,90.7,29.3,3.5999999999999996
52,25,14,4,2,3,1,1,2,3,0,2,94.60000000000001,46.5,26.7,6.699999999999999
33,50,138,18,0,0,1,1,2,3,1,1,57.4,87.0,248.9,32.9
77,129,115,70,0,1,0,2,3,0,3,2,135.6,233.70000000000002,204.0,127.0
18,67,37,56,3,1,0,2,2,1,0,2,34.9,121.10000000000001,66.60000000000001,101.8
5,63,28,66,3,1,3,3,2,2,2,1,11.5,112.9,52.9,122.3
54,21,37,82,1,1,2,2,0,1,3,1,98.7,38.300000000000004,66.60000000000001,149.6
53,9,68,1,2,3,0,2,0,0,3,3,98.4,20.7,119.4,1.7999999999999998
85,43,43,168,0,3,2,3,1,3,1,3,152.0,78.9,79.4,303.90000000000003
20,44,85,30,0,2,1,2,2,0,3,1,34.0,82.2,151.5,56.0
66,193,65,39,1,3,0,3,3,0,2,2,117.3,351.90000000000003,115.0,72.7
22,36,1,2,0,3,1,2,1,1,2,2,38.6,68.3,1.2999999999999998,4.6
2,13,69,21,0,0,1,0,0,2,3,1,3.6,21.400000000000002,122.7,36.800000000000004
8,55,171,47,3,3,3,1,3,1,3,3,15.899999999999999,102.5,309.3,83.10000000000001
48,35,151,22,0,3,1,1,1,3,0,3,85.4,64.5,273.3,38.1
69,93,3,32,3,2,0,1,1,3,1,2,127.69999999999999,167.4,4.4,57.1
157,33,147,44,0,1,1,0,3,3,3,1,279.6,57.9,263.1,78.2
7,18,37,64,1,2,1,2,3,1,0,0,11.1,34.4,68.10000000000001,118.2
41,39,21,68,0,3,1,2,1,0,0,1,72.8,74.7,39.300000000000004,124.4
21,0,1,68,3,2,3,2,3,1,2,2,39.300000000000004,0.0,4.3,123.4
31,9,69,3,3,3,2,2,2,2,3,2,58.300000000000004,18.7,124.2,6.4
8,88,160,28,0,0,1,0,3,0,3,2,11.4,158.4,286.5,48.4
117,0,8,91,1,2,3,3,2,0,1,0,210.1,0.0,17.9,168.3
16,2,14,100,3,3,3,3,2,0,3,2,31.299999999999997,8.1,26.7,182.5
50,38,50,6,3,2,3,3,3,1,3,1,91.5,70.4,91.5,14.3
39,43,33,43,0,0,1,0,0,3,0,0,70.2,74.4,60.9,77.4
0,22,9,106,2,2,3,1,3,2,3,0,0.0,40.6,17.7,192.3
14,16,21,1,1,3,2,0,2,3,1,1,24.7,30.299999999999997,39.800000000000004,0.8
53,22,194,2,0,0,3,0,1,2,0,3,94.4,37.6,353.7,0.6000000000000001
36,79,56,70,3,0,1,1,0,0,1,2,69.3,142.20000000000002,101.3,125.5
71,33,6,83,0,1,0,1,3,0,1,1,124.8,60.9,9.8,149.9
53,9,100,13,1,1,3,1,3,2,0,2,93.9,15.7,184.5,22.900000000000002
133,42,30,60,1,1,1,1,2,1,0,0,238.9,76.10000000000001,55.5,109.5
50,27,44,112,3,3,3,0,1,2,3,3,93.5,51.1,80.7,198.6
29,108,44,62,3,3,0,3,3,0,1,2,53.7,198.9,78.2,114.10000000000001
126,58,53,66,0,1,3,3,1,2,3,3,225.8,103.9,96.9,120.3
69,197,20,6,1,2,0,2,3,1,1,2,122.7,356.6,35.0,11.8
35,34,47,40,1,0,2,3,3,2,3,3,61.5,59.2,84.60000000000001,73.5
34,8,13,23,0,2,1,1,2,1,1,1,59.2,16.4,23.900000000000002,41.9
58,55,100,5,2,1,3,1,0,0,1,0,107.4,100.5,183.5,10.5
10,13,27,60,3,2,2,2,3,2,2,1,19.5,24.400000000000002,49.6,110.0
182,25,49,47,3,0,0,2,2,0,3,1,330.1,45.0,85.2,86.60000000000001
1,77,58,107,0,3,0,3,3,2,3,2,0.0,141.1,101.4,195.1
2,69,55,27,3,2,3,1,0,0,1,1,8.1,127.2,102.5,49.1
22,37,30,24,3,1,2,1,0,1,0,0,44.1,67.10000000000001,57.0,44.7
1,67,17,54,1,3,3,1,2,2,3,3,1.2999999999999998,123.10000000000001,32.1,95.7
3,8,132,94,0,0,0,2,3,1,1,3,2.4000000000000004,13.4,236.6,169.20000000000002
1,20,147,31,0,0,3,0,2,1,0,3,0.0,35.0,269.1,52.800000000000004
15,56,24,63,1,3,3,0,3,1,2,1,25.5,104.3,45.7,112.4
46,111,16,115,3,3,3,1,0,2,2,2,87.3,202.3,31.299999999999997,206.5
30,69,22,43,0,0,2,2,3,1,3,2,51.0,123.2,39.6,78.4
29,143,7,57,3,1,0,0,3,0,1,1,53.7,258.90000000000003,11.6,101.60000000000001
18,51,17,23,1,2,2,3,0,3,3,3,33.9,91.8,30.6,42.9
20,155,68,51,2,2,1,2,3,3,3,0,36.0,279.0,120.9,94.8
63,197,41,27,1,1,1,3,0,2,1,3,114.9,354.1,74.3,50.1
1,12,28,23,1,3,3,3,0,0,2,0,3.3,26.1,52.9,45.9
10,50,62,5,0,3,0,0,3,0,1,2,15.0,94.5,110.60000000000001,7.0
41,52,55,67,3,2,2,2,1,0,3,1,77.3,96.60000000000001,99.0,122.60000000000001
12,91,127,44,0,0,0,3,0,2,3,2,21.6,161.8,225.6,81.7
2,43,2,58,3,0,2,1,3,3,0,3,5.1,74.4,6.6,102.9
47,39,10,67,3,1,0,3,1,1,3,2,88.10000000000001,70.7,15.0,123.10000000000001
33,20,62,36,3,1,3,2,0,2,3,2,63.9,35.5,113.10000000000001,65.8
18,43,13,8,2,0,0,2,1,2,0,0,34.4,75.4,23.400000000000002,17.4
19,35,30,39,3,3,2,1,2,3,3,1,36.7,64.5,54.0,70.7
19,127,36,47,1,2,0,2,3,3,0,0,32.7,228.6,64.8,87.60000000000001
25,7,7,40,3,1,1,0,0,3,0,2,49.5,11.1,14.1,70.0
12,141,5,8,3,3,0,1,0,0,2,0,26.1,258.3,7.0,15.9
90,59,36,36,1,0,0,3,3,2,2,0,160.5,104.2,62.8,69.3
65,36,31,35,2,3,2,2,3,2,0,3,117.0,67.3,58.800000000000004,63.0
12,40,155,37,1,0,0,0,1,3,2,0,22.1,69.0,277.0,66.60000000000001
12,3,6,36,1,1,3,1,2,3,2,3,21.1,3.9000000000000004,13.3,63.3
47,41,30,61,1,3,1,1,0,0,0,1,86.10000000000001,78.3,55.5,110.3
9,31,57,32,1,0,0,1,2,3,1,3,15.7,52.800000000000004,101.60000000000001,56.1
28,164,37,53,3,1,1,1,2,3,0,2,52.9,293.7,68.10000000000001,94.9
16,33,44,64,2,1,3,3,1,2,1,3,30.8,58.9,82.7,116.7
48,152,39,7,2,1,0,2,0,1,0,3,89.4,274.1,70.2,12.6
22,78,23,66,3,1,3,3,0,2,2,1,44.1,139.9,43.9,122.3
22,36,110,54,2,1,0,3,1,3,0,0,41.6,63.3,198.0,101.7
30,43,70,54,2,0,1,3,0,0,1,1,57.0,77.4,126.5,100.7
132,27,106,49,3,1,1,1,0,2,2,1,242.1,48.1,190.3,88.7
45,36,13,46,1,0,1,3,0,0,2,3,82.5,64.8,22.900000000000002,84.3
0,113,186,15,3,0,3,2,2,0,0,2,0.0,203.4,339.3,28.0
31,8,46,69,1,3,1,3,1,0,2,1,56.300000000000004,18.9,82.3,127.69999999999999
60,52,37,32,2,2,1,1,1,2,1,2,110.0,94.60000000000001,67.10000000000001,57.1
34,60,198,20,2,0,2,2,3,1,1,3,61.2,107.0,358.40000000000003,36.0
62,60,59,196,3,1,2,2,1,1,3,2,115.10000000000001,108.5,106.2,353.8
7,70,17,69,0,3,1,2,1,0,2,2,11.6,130.5,30.1,125.2
23,3,10,2,2,3,0,1,3,2,2,3,41.4,7.9,16.0,2.0999999999999996
12,0,29,47,2,1,0,3,0,2,0,1,24.6,0.0,52.2,88.10000000000001
24,100,116,51,0,3,1,1,1,3,1,3,42.2,181.5,209.3,90.3
142,3,20,25,2,3,2,2,1,2,3,3,257.6,7.9,36.0,45.0
49,8,2,43,1,0,1,0,2,2,2,0,87.7,12.4,3.0999999999999996,77.4
36,44,35,58,0,2,0,0,0,2,3,2,64.8,80.2,60.0,102.4
6,16,2,101,2,3,0,1,2,2,2,1,11.8,31.299999999999997,1.6,182.3
163,31,40,102,1,1,2,2,3,1,0,3,291.90000000000003,56.300000000000004,75.0,183.6
34,149,8,171,1,2,3,1,1,1,2,2,61.7,270.2,16.9,307.3
60,70,15,9,2,2,2,3,1,2,2,2,110.0,127.0,28.0,18.7
81,35,195,35,0,1,1,1,1,0,2,0,144.8,64.5,350.5,64.5
25,53,38,150,3,1,0,3,1,1,2,2,48.5,95.9,66.4,272.5
126,49,66,82,0,3,3,1,3,1,3,3,223.8,91.7,120.3,146.1
49,11,37,46,2,3,1,3,2,0,3,3,89.2,24.3,65.10000000000001,84.3
6,41,46,43,1,0,2,0,3,0,2,0,9.3,73.8,83.8,77.4
30,86,22,43,0,1,2,3,0,3,1,3,54.0,153.3,41.6,78.9
118,80,51,38,2,3,2,1,3,3,3,2,212.4,145.5,91.8,67.9
52,57,33,63,2,1,3,1,3,0,0,0,93.60000000000001,104.10000000000001,63.9,114.9
116,38,60,46,3,2,2,0,2,3,2,2,211.3,68.4,109.0,80.8
10,29,36,78,2,1,3,3,3,1,1,0,18.0,52.7,68.3,144.9
6,67,0,52,0,3,1,3,1,3,2,3,9.8,122.10000000000001,0.0,95.10000000000001
25,32,25,119,2,1,0,1,2,1,1,0,46.0,58.1,44.0,215.70000000000002
44,49,154,132,3,2,2,2,1,1,1,3,82.7,90.2,279.2,237.6
20,47,45,43,3,0,3,2,2,3,3,3,38.5,81.60000000000001,82.5,77.4
3,13,36,19,0,0,3,1,3,0,3,2,2.4000000000000004,23.400000000000002,66.3,33.7
63,57,69,26,1,1,0,0,1,2,1,1,113.9,102.10000000000001,123.2,45.800000000000004
70,63,27,69,2,0,3,0,2,0,0,1,127.0,113.4,53.1,123.2
25,39,38,65,2,3,1,1,1,3,0,3,47.0,71.7,69.9,115.5
57,17,42,111,2,3,1,1,1,2,2,2,104.60000000000001,33.1,75.10000000000001,199.3
73,24,6,185,3,0,1,2,2,0,3,3,133.9,43.2,9.3,333.0
2,46,34,58,2,1,3,1,0,0,3,1,6.6,84.3,62.7,104.9
56,4,18,171,0,2,3,3,3,2,1,1,97.8,8.2,35.9,311.3
61,58,24,11,3,2,3,3,1,3,1,2,113.3,104.4,46.7,22.3
20,45,41,41,2,3,2,3,0,0,1,0,39.0,85.5,75.8,78.3
46,19,58,3,2,2,1,0,1,3,1,1,84.8,34.2,104.9,4.4
65,175,62,168,1,0,1,2,2,3,0,2,116.5,312.0,113.10000000000001,303.40000000000003
11,181,58,60,3,2,1,2,2,1,0,0,22.3,327.8,105.9,111.0
42,108,35,28,1,1,1,2,0,0,3,1,77.10000000000001,195.9,61.5,52.4
42,167,15,12,0,1,1,0,2,3,3,3,73.60000000000001,299.1,25.5,18.6
47,60,59,65,0,0,0,3,0,1,3,1,84.60000000000001,107.0,103.2,120.5
134,39,50,0,3,3,2,1,0,0,3,1,245.70000000000002,74.7,90.0,0.0
67,60,36,23,0,3,3,0,3,2,2,2,117.60000000000001,110.5,67.3,39.4
115,64,40,60,2,0,2,0,3,3,3,0,207.0,112.2,72.0,108.0
136,54,48,122,0,1,3,2,2,0,2,0,242.8,98.7,88.9,222.6
58,8,57,47,2,1,0,0,2,0,0,3,105.4,15.9,102.60000000000001,81.60000000000001
90,43,33,68,2,1,2,2,0,3,3,1,165.0,75.9,59.4,124.4
52,69,17,144,1,0,1,3,2,2,3,2,93.10000000000001,122.2,29.1,261.7
13,74,30,24,2,1,2,2,0,1,0,2,26.400000000000002,133.70000000000002,57.0,44.2
13,64,31,59,3,2,0,2,3,1,3,2,24.900000000000002,117.2,52.800000000000004,107.2
21,40,32,10,0,0,0,0,1,0,2,3,36.800000000000004,72.0,55.6,15.0
42,23,141,40,0,1,3,3,2,1,1,3,73.60000000000001,41.9,257.3,73.5
28,172,17,155,2,0,2,1,3,0,1,0,50.4,309.6,32.6,280.5
1,62,2,156,0,3,0,3,3,3,0,2,0.0,113.10000000000001,3.6,283.3
78,36,30,123,0,0,1,3,2,0,0,3,138.4,64.8,55.5,222.9
155,56,7,44,0,0,3,2,2,0,3,1,277.0,100.8,14.100000000000001,81.2
46,69,8,5,0,3,1,3,2,2,2,3,80.8,126.69999999999999,13.9,10.5
69,42,152,39,1,0,0,0,3,1,3,3,122.7,74.60000000000001,270.6,67.2
22,190,21,60,3,1,2,1,2,1,3,2,42.1,342.5,37.800000000000004,107.5
33,189,7,53,1,0,2,2,1,1,1,1,59.9,339.2,14.6,97.4
142,62,1,46,0,2,0,2,3,1,2,3,252.6,113.60000000000001,0.0,82.8
4,21,62,66,2,2,1,0,3,1,2,0,7.199999999999999,39.800000000000004,111.10000000000001,118.8
4,72,38,32,2,1,0,2,3,2,2,2,7.199999999999999,129.1,66.4,58.6
59,44,29,112,3,1,0,0,2,3,1,2,108.7,77.7,51.2,199.6
14,61,138,10,1,2,2,3,0,3,3,0,26.7,109.8,248.4,22.5
12,31,44,56,3,0,1,1,3,3,2,1,23.1,52.800000000000004,78.7,101.3
126,30,17,111,1,3,2,2,1,0,0,1,227.3,58.5,33.6,201.8
14,68,58,15,2,1,0,0,2,1,2,2,26.2,122.9,102.4,25.0
120,115,134,39,1,2,0,2,2,3,1,1,215.5,207.0,240.20000000000002,72.2
52,65,89,56,0,1,0,1,0,1,1,0,93.60000000000001,117.5,159.20000000000002,102.3
3,56,67,31,1,2,0,1,3,0,2,3,3.9000000000000004,103.8,118.60000000000001,54.300000000000004
164,53,55,45,0,1,3,2,0,3,0,2,295.2,93.9,103.5,82.0
0,31,55,21,3,3,3,1,1,3,3,3,0.0,57.300000000000004,100.5,36.300000000000004
15,101,90,0,2,2,1,0,1,1,3,1,29.0,183.8,160.5,0.0
43,57,64,14,1,2,1,2,1,1,3,1,77.9,104.60000000000001,113.7,27.2
55,42,51,49,0,3,0,2,1,3,1,1,98.0,77.10000000000001,90.8,90.2
20,61,6,57,1,0,0,2,2,3,3,0,35.5,106.8,7.800000000000001,105.60000000000001
59,52,70,128,3,2,2,0,3,0,2,3,107.7,96.60000000000001,127.0,227.4
91,30,188,162,2,1,3,2,2,3,3,3,164.8,52.5,339.90000000000003,291.6
67,13,106,10,1,2,2,3,2,1,2,3,120.10000000000001,25.400000000000002,191.8,19.5
143,17,39,62,2,1,0,0,1,1,3,0,259.40000000000003,31.1,67.2,111.60000000000001
153,57,61,30,0,2,1,2,1,1,2,2,274.40000000000003,104.60000000000001,109.3,55.0
65,53,28,57,1,3,1,3,0,3,1,1,118.5,96.9,50.9,106.10000000000001
70,59,27,75,3,2,1,1,2,2,3,1,128.5,107.2,47.1,135.5
16,29,65,47,0,0,2,2,1,0,0,3,27.8,52.2,120.0,84.60000000000001
32,51,40,29,3,3,1,2,0,2,0,3,62.1,94.3,73.5,52.2
56,39,48,86,1,0,0,3,2,3,0,0,100.3,67.2,86.4,159.3
86,121,181,104,3,1,3,1,3,1,3,1,156.3,218.3,327.3,187.70000000000002
62,13,57,56,3,3,3,3,1,0,1,2,115.10000000000001,27.900000000000002,106.10000000000001,103.3
58,55,169,66,3,0,1,2,2,3,2,2,106.9,96.0,303.7,119.8
178,26,91,86,2,3,2,1,2,2,2,2,321.40000000000003,49.300000000000004,164.8,154.3
5,21,74,50,3,2,1,0,3,1,3,0,10.5,39.800000000000004,131.70000000000002,90.0
10,151,51,27,1,0,1,2,2,3,2,2,17.5,268.8,91.3,49.6
135,24,116,9,1,3,3,3,0,2,2,3,244.5,45.7,211.3,17.7
143,107,47,65,3,2,1,3,0,1,3,0,261.90000000000003,194.6,83.10000000000001,121.5
68,43,57,30,1,2,2,2,1,2,3,2,122.9,78.4,102.60000000000001,55.0
15,44,15,141,2,2,2,2,0,3,1,0,30.0,79.2,29.0,256.8
39,5,55,70,3,3,2,0,2,3,0,0,72.7,10.5,102.0,126.0
128,18,21,56,0,0,0,2,0,2,0,2,230.4,30.4,37.800000000000004,101.8
22,64,24,30,3,2,3,0,2,2,2,2,42.1,116.2,45.7,52.0
41,42,38,25,3,2,0,0,2,2,3,3,76.3,76.60000000000001,65.4,42.0
12,117,58,39,3,1,0,2,2,3,0,3,24.1,209.1,104.4,70.2
60,198,62,53,3,3,1,0,2,1,3,3,110.5,359.90000000000003,110.10000000000001,92.4
169,130,38,57,3,1,1,1,3,2,3,2,305.7,233.5,66.9,102.10000000000001
174,24,27,55,0,1,2,3,1,2,0,2,312.2,42.7,51.6,101.5
38,27,13,142,2,1,2,0,0,3,1,2,71.4,47.1,25.400000000000002,253.6
9,52,45,27,3,2,3,3,2,0,3,0,18.7,96.60000000000001,82.5,53.1
9,30,52,57,1,0,1,0,3,0,1,2,14.7,54.0,94.10000000000001,100.60000000000001
25,2,39,40,3,1,3,0,0,3,0,0,49.5,2.0999999999999996,74.7,72.0
19,32,5,84,1,3,2,1,2,2,1,0,33.7,60.1,11.0,152.70000000000002
46,41,7,60,1,0,0,3,1,1,1,2,83.3,72.8,11.6,110.5
0,56,107,44,3,1,3,1,1,1,1,1,0.0,101.3,196.1,79.7
23,65,70,45,3,3,1,1,2,2,3,2,43.9,119.5,124.5,80.5
38,58,168,55,3,1,0,2,3,3,0,0,69.9,102.9,302.40000000000003,102.0
48,35,59,15,1,0,0,3,1,1,3,2,86.9,62.0,103.2,29.5
47,60,29,19,0,1,3,1,0,3,2,2,84.60000000000001,106.5,54.7,33.7
9,15,1,2,0,2,2,2,1,0,0,1,15.2,30.0,4.8,5.6
138,30,63,25,3,3,3,3,0,2,1,1,252.9,56.5,116.9,48.5
92,10,28,106,3,1,0,1,3,1,1,0,167.1,18.5,49.4,192.3
25,124,22,34,1,3,1,1,0,3,3,0,46.5,224.70000000000002,38.1,62.7
39,17,14,36,0,3,0,3,2,3,2,2,68.2,32.1,23.2,67.3
148,10,114,64,2,0,2,1,0,2,0,0,269.40000000000003,16.0,208.20000000000002,116.7
42,14,44,55,3,3,3,2,2,3,0,1,78.10000000000001,26.7,83.7,101.0
41,66,10,101,0,0,1,1,2,1,0,1,71.8,117.8,19.5,182.3
44,183,185,60,0,3,2,1,0,3,1,0,79.2,330.90000000000003,335.0,109.5
34,149,80,5,0,3,0,1,2,3,0,3,59.2,269.7,144.0,7.5
18,1,27,38,3,3,1,3,1,3,3,0,35.9,3.3,47.1,72.9
17,9,29,21,0,3,1,2,0,2,1,0,30.6,18.7,52.7,40.800000000000004
31,41,168,37,3,3,2,2,2,0,3,2,58.300000000000004,78.3,302.40000000000003,67.60000000000001
10,50,1,68,0,3,1,0,3,0,1,2,15.0,94.5,2.3,120.4
185,2,50,130,3,0,1,3,0,3,1,3,337.5,0.6000000000000001,90.5,235.5
8,44,56,38,2,1,2,3,1,1,1,2,16.4,79.7,102.8,70.9
41,3,19,52,0,0,3,1,3,3,2,0,70.8,2.4000000000000004,36.7,95.10000000000001
26,20,43,50,3,0,0,2,3,1,1,2,48.300000000000004,35.0,76.4,91.0
18,4,0,2,1,0,1,3,3,1,0,2,30.9,6.2,0.0,6.1
40,64,35,2,3,2,0,3,1,0,0,1,75.5,118.2,63.0,7.1
64,52,55,64,0,0,3,2,1,1,3,2,114.2,92.60000000000001,100.5,116.2
41,38,151,50,1,2,2,0,3,3,2,2,72.3,68.4,272.8,88.0
39,6,4,53,0,3,2,1,1,3,0,0,69.2,12.3,10.2,96.9
41,44,19,62,0,1,0,0,2,1,1,1,71.8,79.7,33.2,110.60000000000001
169,60,55,71,3,0,0,0,3,1,2,3,305.7,107.0,97.0,124.8
14,149,6,33,3,1,1,2,2,1,2,1,27.7,268.7,10.3,61.4
16,73,70,187,0,0,1,0,0,2,2,3,28.8,129.4,125.5,333.6
4,0,51,43,0,0,1,1,1,1,3,1,6.2,0.0,90.3,77.9
30,2,90,65,0,3,1,1,0,3,1,0,54.0,5.1,162.5,118.5
19,151,21,41,0,1,0,1,1,2,0,3,33.2,271.3,37.800000000000004,72.3
14,4,29,171,2,2,1,3,3,1,0,2,25.2,9.2,53.7,310.3
49,37,13,51,0,0,3,0,3,3,2,2,85.2,63.60000000000001,25.900000000000002,89.8
192,66,22,10,1,1,2,2,0,1,3,2,347.1,119.3,39.6,19.0
144,28,97,64,0,0,3,0,2,1,2,1,257.2,49.4,177.1,114.2
14,43,57,38,2,3,1,2,3,0,3,0,25.2,81.9,101.10000000000001,71.4
5,12,9,1,2,2,0,3,0,0,0,1,12.0,24.6,16.2,5.3
25,67,22,17,0,0,1,2,1,1,1,3,44.0,119.60000000000001,40.1,30.6
92,9,46,17,1,2,3,0,0,1,2,0,167.1,18.2,85.3,30.6
31,19,48,7,2,1,2,3,3,3,1,0,55.800000000000004,32.7,88.4,17.1
2,6,63,25,2,1,1,2,2,3,2,0,4.6,9.3,112.9,48.0
115,27,46,168,2,0,0,1,1,1,3,2,209.0,47.6,79.8,301.90000000000003
38,31,67,49,0,2,2,2,0,2,2,2,68.4,56.800000000000004,121.60000000000001,89.2
200,0,7,74,1,2,1,1,2,0,3,3,359.5,0.0,11.1,131.70000000000002
102,46,53,47,2,1,0,0,3,0,3,0,183.6,84.3,92.4,84.60000000000001
67,24,19,14,2,2,1,3,1,3,1,0,122.60000000000001,43.2,34.7,29.7
12,30,37,16,0,3,1,2,2,2,2,3,19.6,56.5,66.10000000000001,28.8
55,41,26,54,1,0,2,1,1,2,3,1,99.5,71.8,46.800000000000004,97.7
61,173,184,14,0,0,3,0,2,2,0,0,107.8,309.40000000000003,335.7,25.2
112,23,60,9,1,3,0,1,2,3,2,2,201.1,42.9,106.0,15.7
169,169,36,36,0,2,1,3,3,1,2,0,301.2,306.2,64.3,69.3
109,47,11,53,0,3,1,2,1,2,3,0,195.20000000000002,87.10000000000001,18.3,98.4
40,39,191,4,2,0,2,3,0,3,3,1,75.0,67.2,343.8,10.7
183,111,48,60,3,1,1,0,3,0,0,3,330.90000000000003,201.3,87.9,105.0
7,57,59,33,1,3,0,0,3,3,0,2,11.1,104.10000000000001,106.2,57.4
